City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
362,Labuan,MY,5.28,115.24,78.8,88,20,5.14,few clouds
363,Kuala Lipis,MY,4.18,102.05,73.62,96,100,0.98,overcast clouds
364,Zhigansk,RU,66.77,123.37,-3.48,92,100,14.81,overcast clouds
365,Villavicencio,CO,4.14,-73.63,82.13,66,40,6.55,scattered clouds
366,Boyolangu,ID,-8.12,111.89,77.49,84,100,1.88,overcast clouds
367,Kloulklubed,PW,7.04,134.26,78.8,88,75,3.11,broken clouds
368,Khatanga,RU,71.97,102.5,1.24,92,100,16.62,overcast clouds
369,Safford,US,32.83,-109.71,37.99,43,1,4.7,clear sky
370,Fatezh,RU,52.09,35.86,24.01,85,90,13.42,overcast clouds
371,Tiznit,MA,29.58,-9.5,62.46,57,27,11.05,scattered clouds
372,Yarega,RU,63.44,53.58,23.81,98,99,7.09,overcast clouds
373,Codrington,AU,-38.27,141.97,46.13,90,6,5.66,clear sky
374,Chuguyevka,RU,44.17,133.86,10.54,93,94,3.29,overcast clouds
375,Cayenne,GF,4.93,-52.33,87.8,66,20,13.87,few clouds
376,Haines Junction,CA,60.75,-137.51,27.41,90,17,12.06,few clouds
377,Northam,GB,51.03,-4.22,43.0,96,88,3.0,overcast clouds
378,Beringovskiy,RU,63.05,179.32,2.71,92,73,3.27,broken clouds
379,Nyurba,RU,63.28,118.33,12.06,94,100,11.01,overcast clouds
380,Klaksvik,FO,62.23,-6.59,33.8,65,100,9.17,light rain
381,Los Llanos De Aridane,ES,28.66,-17.92,71.6,78,20,11.41,few clouds
382,Vangaindrano,MG,-23.35,47.6,76.84,94,91,6.6,moderate rain
383,Richards Bay,ZA,-28.78,32.04,71.01,83,21,7.72,moderate rain
384,Tra Vinh,VN,9.93,106.35,73.29,84,3,2.37,clear sky
385,Camana,PE,-16.62,-72.71,69.49,65,65,8.34,broken clouds
386,Westport,US,41.14,-73.36,44.01,56,1,10.29,clear sky
387,Mabai,CN,23.01,104.45,45.68,100,98,3.6,overcast clouds
388,Marawi,PH,8.0,124.29,78.01,91,100,4.0,overcast clouds
389,Lubao,PH,14.92,120.55,80.6,78,75,4.7,broken clouds
390,Beloha,MG,-25.17,45.05,74.05,79,99,10.18,overcast clouds
391,Poronaysk,RU,49.22,143.12,12.07,89,1,4.43,clear sky
392,Brewster,US,41.4,-73.62,41.0,59,1,10.29,clear sky
393,Quang Ngai,VN,15.12,108.8,67.17,83,39,7.65,scattered clouds
394,Novoilinsk,RU,51.68,108.71,5.94,91,69,5.21,broken clouds
395,Itaituba,BR,-4.28,-55.98,91.4,63,40,10.29,scattered clouds
396,Niquero,CU,20.04,-77.58,81.27,66,34,9.91,scattered clouds
397,Kashan,IR,33.98,51.44,55.38,64,97,4.61,overcast clouds
398,Maues,BR,-3.38,-57.72,94.75,43,97,6.15,overcast clouds
399,Victoria,HK,22.29,114.16,61.0,67,20,1.01,few clouds
400,Narsaq,GL,60.92,-46.05,37.4,19,75,21.92,broken clouds
401,Dongzhen,CN,22.38,110.94,54.59,61,10,6.31,clear sky
402,Log,RU,49.48,43.86,17.8,83,0,12.82,clear sky
403,Taos,US,36.41,-105.57,21.99,67,1,3.74,clear sky
404,Oswego,US,43.45,-76.15,39.0,64,90,11.41,overcast clouds
405,Paysandu,UY,-32.32,-58.08,79.0,59,14,4.0,few clouds
406,Mehamn,NO,71.04,27.85,35.13,84,2,27.94,clear sky
407,Alofi,NU,-19.06,-169.92,73.4,94,70,3.36,broken clouds
408,Ketchikan,US,55.34,-131.65,44.6,100,90,19.46,light rain
409,Pierre,US,44.37,-100.35,23.0,67,1,8.05,clear sky
410,Khasan,RU,42.43,130.64,26.78,82,0,16.46,clear sky
411,Tutoia,BR,-2.76,-42.27,89.6,62,20,14.47,few clouds
412,Fairbanks,US,64.84,-147.72,10.0,84,75,9.17,broken clouds
413,College,US,64.86,-147.8,9.0,84,75,9.17,broken clouds
414,Krivosheino,RU,57.34,83.93,3.15,94,0,6.31,clear sky
415,Kieta,PG,-6.22,155.63,78.49,74,99,2.37,overcast clouds
416,Vanimo,PG,-2.67,141.3,77.97,85,99,5.26,overcast clouds
417,Merke,KZ,42.87,73.18,30.88,88,23,1.81,few clouds
418,Matina,CR,10.08,-83.29,78.8,83,75,3.47,broken clouds
419,Zharkent,KZ,44.16,80.0,32.14,87,99,3.58,overcast clouds
420,Guiyang,CN,26.58,106.72,33.8,90,90,8.95,light snow
421,Pacific Grove,US,36.62,-121.92,41.0,86,1,3.36,clear sky
422,Viani,CO,4.87,-74.56,62.6,59,75,8.05,light rain
423,Beyneu,KZ,45.32,55.2,13.89,92,0,7.23,clear sky
424,Ishigaki,JP,24.34,124.16,69.8,83,100,37.4,overcast clouds
425,Kathu,TH,7.92,98.33,84.0,74,40,3.36,scattered clouds
426,Newton,US,42.34,-71.21,45.0,52,1,11.41,clear sky
427,Aksu,CN,41.12,80.26,22.12,85,58,3.58,broken clouds
428,Moree,AU,-29.47,149.85,69.8,88,75,17.22,light rain
429,Acapulco,MX,16.86,-99.89,78.8,78,75,4.7,broken clouds
430,Oksfjord,NO,70.24,22.35,37.4,92,40,1.12,light rain
431,Laguna,US,38.42,-121.42,37.4,59,1,2.33,clear sky
432,Gulfport,US,30.37,-89.09,61.0,71,1,4.7,clear sky
433,Suhut,TR,38.53,30.55,44.22,73,91,3.98,overcast clouds
434,Chara,RU,56.91,118.26,6.82,83,100,4.68,overcast clouds
435,Seddon,AU,-37.81,144.89,59.0,76,0,10.29,clear sky
436,Ahipara,NZ,-35.17,173.17,53.96,79,52,7.25,broken clouds
437,Naze,JP,28.37,129.48,64.4,82,75,21.92,broken clouds
438,Chernoyerkovskaya,RU,45.43,37.77,41.0,80,20,11.18,few clouds
439,Tingo Maria,PE,-9.29,-76.01,77.0,78,75,1.12,light rain
440,Hasaki,JP,35.73,140.83,45.0,93,40,10.29,mist
441,Alugan,PH,12.22,125.48,80.51,87,67,6.44,broken clouds
442,Verkhoyansk,RU,67.54,133.38,-20.67,83,100,2.84,overcast clouds
443,Jieshi,CN,22.81,115.83,58.82,63,61,13.62,broken clouds
444,Manuk Mangkaw,PH,4.8,119.85,83.08,78,48,6.2,scattered clouds
445,Nizwa,OM,22.93,57.53,72.61,37,0,2.19,clear sky
446,Sorland,NO,67.67,12.69,42.8,80,75,19.46,broken clouds
447,General Roca,AR,-39.03,-67.58,69.8,26,0,11.41,clear sky
448,Aksarka,RU,66.56,67.8,17.65,94,96,10.2,overcast clouds
449,Epe,NG,6.58,3.98,85.08,71,36,9.08,scattered clouds
450,Rochegda,RU,62.8,43.25,19.92,97,84,6.82,broken clouds
451,Preobrazheniye,RU,42.9,133.91,21.22,84,0,10.0,clear sky
452,Ozernovskiy,RU,51.5,156.52,26.08,91,100,6.38,light snow
453,Bowen,AU,-20.02,148.23,75.2,83,75,3.36,broken clouds
454,Ballina,AU,-28.87,153.57,73.4,88,90,8.05,moderate rain
455,Okhotsk,RU,59.38,143.3,-5.58,86,97,16.75,overcast clouds
456,Talcahuano,CL,-36.72,-73.12,62.6,48,0,14.99,clear sky
457,Kiunga,PG,-6.12,141.29,74.01,98,99,1.79,light rain
458,Jodhpur,IN,26.29,73.03,69.94,22,0,4.16,clear sky
459,Misratah,LY,32.38,15.09,66.27,53,3,20.38,clear sky
460,Kodinar,IN,20.79,70.7,74.62,55,0,6.15,clear sky
461,Mayo,US,38.89,-76.51,48.0,45,1,5.82,clear sky
462,Lavrentiya,RU,65.58,-171.0,10.51,87,0,7.45,clear sky
463,Katsuura,JP,35.13,140.3,50.0,81,20,13.87,few clouds
464,Mendi,PG,-6.18,143.65,52.72,97,98,3.6,overcast clouds
465,Bethel,US,41.37,-73.41,42.01,62,2,1.99,clear sky
466,Slobidka,UA,47.89,29.35,36.07,93,100,9.4,overcast clouds
467,Puerto Asis,CO,0.51,-76.5,78.8,88,75,2.24,moderate rain
468,Seoul,KR,37.57,126.98,30.2,50,1,2.73,clear sky
469,Bayeux,BR,-7.12,-34.93,82.4,78,75,11.41,broken clouds
470,Boda,CF,4.32,17.47,88.36,26,27,3.87,scattered clouds
471,Chifeng,CN,42.27,118.96,5.67,86,0,7.49,clear sky
472,Tonekabon,IR,36.82,50.87,53.6,93,90,2.24,light rain
473,Lumeje,AO,-11.55,20.78,74.62,81,52,4.81,broken clouds
474,Saint-Augustin,CA,51.23,-58.65,39.33,91,96,9.06,overcast clouds
475,Chivay,PE,-15.64,-71.6,60.44,28,0,2.17,clear sky
476,Eydhafushi,MV,5.1,73.07,82.35,78,100,15.23,light rain
477,Shimoda,JP,34.67,138.95,43.0,94,56,8.84,broken clouds
478,Chapais,CA,49.78,-74.85,12.2,85,90,10.29,light snow
479,Koumac,NC,-20.57,164.28,75.63,76,4,3.15,clear sky
480,Dharchula,IN,29.85,80.53,49.42,47,1,4.72,clear sky
481,Superior,US,46.72,-92.1,30.2,74,1,9.17,clear sky
482,Kungur,RU,57.44,56.96,8.35,94,36,2.68,scattered clouds
483,Mocuba,MZ,-16.84,36.99,79.79,77,83,7.49,broken clouds
484,Luderitz,NA,-26.65,15.16,71.6,56,0,23.04,clear sky
485,Kaura Namoda,NG,12.59,6.58,92.05,11,0,10.22,clear sky
486,Lima,PE,-12.04,-77.03,69.01,72,75,9.17,broken clouds
487,Talara,PE,-4.58,-81.27,75.2,69,0,13.87,clear sky
488,Selty,RU,57.31,52.13,8.2,94,0,2.24,clear sky
489,Catamarca,AR,-28.47,-65.79,88.0,50,3,8.99,clear sky
490,Tromso,NO,69.65,18.96,35.6,93,90,26.4,overcast clouds
491,Srandakan,ID,-7.94,110.25,79.03,83,93,4.27,light rain
492,Seguela,CI,7.96,-6.67,94.57,26,0,3.85,clear sky
493,Nalut,LY,30.33,10.85,62.38,34,0,14.56,clear sky
494,Makubetsu,JP,45.37,141.82,26.17,94,100,18.19,light snow
495,Camacupa,AO,-12.02,17.48,66.61,95,100,6.51,light rain
496,Elizabeth City,US,36.29,-76.25,50.0,70,1,2.91,clear sky
497,Fairlie,GB,55.76,-4.86,34.0,81,90,5.82,overcast clouds
498,Daugavpils,LV,55.88,26.53,29.79,96,100,10.27,overcast clouds
499,Muroto,JP,33.28,134.15,54.41,64,31,12.1,scattered clouds
500,Yining,CN,29.04,114.56,39.97,78,93,4.05,light rain
501,Lac-Megantic,CA,45.58,-70.88,32.0,62,71,11.56,broken clouds
502,Zapolyarnyy,RU,69.42,30.81,35.6,80,90,32.21,overcast clouds
503,Vila Franca Do Campo,PT,37.72,-25.43,60.8,67,75,19.46,broken clouds
504,Lubumbashi,CD,-11.66,27.48,68.25,92,96,4.45,moderate rain
505,Port Lavaca,US,28.61,-96.63,51.8,50,1,14.99,clear sky
506,Jasper,US,37.2,-94.35,37.0,93,90,4.7,overcast clouds
507,Arman,RU,59.7,150.17,13.05,92,100,9.53,overcast clouds
508,Nanga Eboko,CM,4.68,12.37,88.11,29,99,0.58,overcast clouds
509,Manacapuru,BR,-3.3,-60.62,84.2,79,75,3.36,broken clouds
510,Foz Do Iguacu,BR,-25.55,-54.59,75.2,88,75,6.93,broken clouds
511,Bilibino,RU,68.05,166.44,-16.46,84,7,2.28,clear sky
512,Umm Kaddadah,SD,13.6,26.69,78.94,16,0,10.18,clear sky
513,Charters Towers,AU,-20.1,146.27,68.77,88,100,5.14,overcast clouds
514,Guerrero Negro,MX,27.98,-114.06,64.02,32,53,8.84,broken clouds
515,Keetmanshoop,NA,-26.58,18.13,96.8,5,0,6.93,clear sky
516,Uvarovo,RU,51.98,42.26,17.19,86,58,10.89,broken clouds
517,Along,IN,28.17,94.77,55.22,73,13,1.7,few clouds
518,Lulindi,TZ,-10.82,39.13,79.43,65,16,10.04,few clouds
519,Bogdanovich,RU,56.78,62.05,10.04,95,0,6.11,clear sky
520,Maniitsoq,GL,65.42,-52.9,27.18,77,100,11.39,overcast clouds
521,Kamaishi,JP,39.27,141.88,37.27,77,15,10.07,few clouds
522,Mbeya,TZ,-8.9,33.45,62.29,93,100,2.93,moderate rain
523,Nicoya,CR,10.15,-85.45,82.4,74,75,4.7,broken clouds
524,Bilma,NE,18.69,12.92,79.29,16,0,6.08,clear sky
525,Nurota,UZ,40.56,65.69,33.8,74,100,2.24,overcast clouds
526,Camacha,PT,33.08,-16.33,66.2,72,40,11.41,scattered clouds
527,Riyadh,SA,24.69,46.72,77.0,50,20,4.7,few clouds
528,Gamba,GA,-2.65,10.0,79.95,79,49,7.54,scattered clouds
529,Koshurnikovo,RU,54.17,93.3,-3.15,92,2,2.53,clear sky
530,Sambava,MG,-14.27,50.17,78.04,84,50,3.36,scattered clouds
531,Veselynove,UA,47.36,31.23,41.0,100,90,8.95,fog
532,Simao,CN,22.79,100.97,51.69,95,96,2.62,overcast clouds
533,Ballinasloe,IE,53.33,-8.22,37.0,88,6,4.0,clear sky
534,Qaqortoq,GL,60.72,-46.03,37.4,19,75,21.92,broken clouds
535,Candolim,IN,15.52,73.76,84.2,62,75,10.29,light rain
536,Kapit,MY,2.02,112.93,74.3,94,48,1.54,scattered clouds
537,Omurtag,BG,43.1,26.42,32.0,98,90,3.36,overcast clouds
538,Markapur,IN,15.73,79.28,72.43,82,100,4.16,overcast clouds
539,Iquique,CL,-20.22,-70.14,71.6,56,75,13.87,broken clouds
540,Tavricheskoye,RU,54.59,73.64,5.0,84,75,2.24,mist
541,Port Hedland,AU,-20.32,118.57,86.0,66,37,6.93,scattered clouds
542,Bokoro,TD,12.38,17.06,88.18,13,0,8.01,clear sky
543,Faya,SA,18.39,42.45,64.4,77,40,6.93,scattered clouds
544,Kahului,US,20.89,-156.47,73.0,68,1,5.82,clear sky
545,Edewecht,DE,53.13,7.98,43.0,89,100,5.99,overcast clouds
546,Thinadhoo,MV,0.53,72.93,83.21,76,75,18.95,broken clouds
547,Shache,CN,38.42,77.24,23.59,86,100,4.99,overcast clouds
548,Padang,ID,-0.95,100.35,77.63,65,99,3.76,overcast clouds
549,General Pico,AR,-35.66,-63.76,85.62,13,39,16.42,scattered clouds
550,Escuintla,GT,14.3,-90.78,82.4,78,0,2.59,clear sky
551,Sapa,PH,5.15,120.32,80.92,81,30,4.94,scattered clouds
552,Mao,ES,39.89,4.27,55.4,58,20,4.7,few clouds
553,Merauke,ID,-8.47,140.33,78.3,88,100,8.46,overcast clouds
554,Kushima,JP,31.46,131.23,50.9,76,69,4.12,broken clouds
555,Peniche,PT,39.36,-9.38,59.0,63,32,5.01,scattered clouds
556,Ostersund,SE,63.18,14.64,32.0,86,90,18.34,overcast clouds
557,Tuensang,IN,26.28,94.83,54.72,81,10,2.86,clear sky
558,Moratuwa,LK,6.77,79.88,78.8,88,75,4.7,light rain
559,Sananduva,BR,-27.95,-51.81,70.45,88,100,11.61,overcast clouds
560,Sorong,ID,-0.88,131.25,80.49,82,100,3.98,overcast clouds
561,Yar-Sale,RU,66.83,70.83,15.12,93,46,8.16,scattered clouds
562,Avera,US,33.19,-82.53,46.0,65,1,4.43,clear sky
563,Marsaxlokk,MT,35.84,14.54,55.99,76,20,12.75,few clouds
564,Auki,SB,-8.77,160.7,76.51,88,100,5.46,light rain
565,Lincoln,US,40.8,-96.67,32.0,86,1,5.82,mist
566,Nongstoin,IN,25.52,91.27,49.57,93,2,2.8,clear sky
567,Saint-Pierre,RE,-21.34,55.48,80.6,83,75,3.36,light rain
568,Grindavik,IS,63.84,-22.43,23.0,67,75,40.26,shower rain
569,Lokosovo,RU,61.13,74.82,7.83,95,100,7.9,overcast clouds
570,Kolobrzeg,PL,54.18,15.58,30.0,89,100,18.01,overcast clouds
571,Klamath Falls,US,42.22,-121.78,28.99,79,1,2.35,clear sky
572,Kyrylivka,UA,46.38,35.37,43.18,84,67,17.74,broken clouds
573,Shenjiamen,CN,29.96,122.3,53.31,76,60,21.61,broken clouds
574,Milkovo,RU,54.72,158.62,6.37,85,83,1.34,broken clouds
575,Kostyantynivka,UA,48.53,37.71,33.37,89,100,12.12,overcast clouds
576,Eyrarbakki,IS,63.86,-21.15,24.8,68,75,27.51,shower rain
577,Kryzhanivka,UA,46.56,30.79,39.2,100,90,8.95,fog
578,Naifaru,MV,5.44,73.37,82.42,76,100,16.91,overcast clouds
579,Adrar,MR,20.5,-10.07,87.87,15,100,5.28,overcast clouds
580,Sawtell,AU,-30.38,153.1,73.4,73,100,23.04,light rain
581,Kursenai,LT,55.98,22.92,30.2,92,90,14.99,overcast clouds
582,Binga,ZW,-17.62,27.34,75.61,79,100,5.99,light rain
583,Muramvya,BI,-3.27,29.61,61.39,98,100,1.34,light rain
584,Gao,ML,16.64,1.64,94.5,10,0,5.41,clear sky
585,Bulungu,CD,-4.55,18.6,76.3,79,87,2.82,overcast clouds
586,Cabedelo,BR,-6.98,-34.83,82.4,78,75,11.41,broken clouds
587,Xiongzhou,CN,25.12,114.3,44.11,80,10,3.04,clear sky
588,Nome,US,64.5,-165.41,17.6,78,75,10.29,broken clouds
589,Erenhot,CN,43.65,111.98,2.84,91,0,8.68,clear sky
590,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,5.0,71,75,11.18,broken clouds
591,Husavik,IS,66.04,-17.34,24.8,85,90,28.86,heavy snow
592,Sarakhs,IR,36.54,61.16,44.6,65,100,4.7,overcast clouds
593,Great Bend,US,38.36,-98.76,37.0,86,1,13.87,clear sky
594,Mogadishu,SO,2.04,45.34,80.13,76,92,15.73,overcast clouds
595,Tatarskaya Pishlya,RU,54.06,44.9,11.28,94,80,6.69,broken clouds
596,Shirokiy,RU,49.76,129.52,2.52,93,0,5.5,clear sky
597,Inuvik,CA,68.35,-133.72,28.4,92,99,3.36,overcast clouds
598,Jalu,LY,29.03,21.55,67.37,35,27,4.76,scattered clouds
599,Vermilion,US,40.17,-87.75,36.0,80,90,6.93,overcast clouds
600,Mount Isa,AU,-20.73,139.5,89.6,27,44,6.93,scattered clouds
601,Semey,KZ,50.41,80.23,-11.2,76,0,6.71,mist
602,Rancho Palos Verdes,US,33.74,-118.39,59.0,19,0,8.99,clear sky
603,Limbang,MY,4.75,115.0,80.6,88,75,2.24,broken clouds
604,Jacmel,HT,18.23,-72.53,86.0,48,40,6.93,scattered clouds
605,Havre,FR,49.58,0.33,46.4,87,90,14.99,overcast clouds
606,Sarahan,IN,31.52,77.8,42.35,50,0,6.73,clear sky
607,Oistins,BB,13.07,-59.53,77.0,83,75,9.17,broken clouds
608,Ust-Kuyga,RU,70.02,135.6,-15.48,84,95,7.54,overcast clouds
609,Paita,PE,-5.09,-81.11,75.2,69,0,13.87,clear sky
610,Dostpur,IN,26.28,82.47,66.45,38,0,3.51,clear sky
611,Atar,MR,20.52,-13.05,86.79,18,71,6.91,broken clouds
612,Nettuno,IT,41.48,12.68,53.6,87,40,0.81,scattered clouds
613,Borogontsy,RU,62.67,131.17,-8.23,90,100,5.84,light snow
614,Helong,CN,42.54,129.0,16.59,83,0,5.35,clear sky
615,Praya,CV,14.92,-23.51,82.4,54,75,11.41,broken clouds
616,Marsabit,KE,2.33,37.99,71.15,68,74,9.06,broken clouds
617,Abu Zabad,SD,12.35,29.25,79.27,16,46,10.29,scattered clouds
618,Villanueva De La Serena,ES,38.98,-5.8,55.0,65,12,5.01,few clouds
619,Valle De Allende,MX,26.93,-105.4,34.97,76,0,8.32,clear sky
620,Kihei,US,20.79,-156.47,73.0,68,1,5.82,clear sky
621,Llaillay,CL,-32.85,-70.97,81.0,60,0,11.41,clear sky
622,La Union,PE,-5.4,-80.75,80.58,49,13,8.41,few clouds
623,Lucea,JM,18.45,-78.17,84.0,78,75,11.41,broken clouds
624,Willowmore,ZA,-33.29,23.49,70.41,30,0,13.33,clear sky
625,Borovskoy,KZ,53.8,64.15,3.13,92,42,7.72,scattered clouds
626,Vanavara,RU,60.34,102.28,8.28,94,100,9.1,overcast clouds
627,Plast,RU,54.37,60.81,6.3,91,0,5.35,clear sky
628,Khani,GE,41.96,42.96,51.8,53,0,21.92,clear sky
629,Houma,US,29.6,-90.72,68.0,88,90,11.41,overcast clouds
630,Antsohihy,MG,-14.88,47.99,81.48,73,93,5.86,overcast clouds
631,Bafq,IR,31.61,55.41,61.81,46,57,6.26,broken clouds
632,Marzuq,YE,14.4,46.47,68.14,71,94,5.95,overcast clouds
633,Alpinopolis,BR,-20.86,-46.39,79.75,69,87,10.07,moderate rain
634,Puerto Escondido,MX,15.85,-97.07,80.6,78,5,5.82,clear sky
635,Berea,US,41.37,-81.85,37.0,62,10,5.99,clear sky
636,Morros,BR,-9.45,-46.3,91.98,38,91,6.98,overcast clouds
637,Smoky Lake,CA,54.12,-112.47,21.2,79,0,4.7,clear sky
638,Nha Trang,VN,12.25,109.18,78.8,57,20,16.11,few clouds
639,Paraiso,CR,9.84,-83.87,75.99,69,75,10.29,broken clouds
640,Port Blair,IN,11.67,92.75,81.01,80,64,7.2,moderate rain
641,Ambon,ID,-3.7,128.18,84.0,87,89,1.74,moderate rain
642,Caohai,CN,26.87,104.28,30.0,98,100,6.24,overcast clouds
643,Bikaner,IN,28.02,73.3,65.17,26,0,2.37,clear sky
644,Sisimiut,GL,66.94,-53.67,16.84,80,84,17.83,broken clouds
645,Mazamari,PE,-11.33,-74.53,89.24,45,98,2.01,light rain
646,Vardo,NO,70.37,31.11,37.4,78,75,41.38,broken clouds
647,Riverton,US,40.52,-111.94,26.01,73,1,5.82,clear sky
648,Ambilobe,MG,-13.2,49.05,79.86,74,99,1.88,overcast clouds
649,Troy,US,42.61,-83.15,39.99,60,25,8.01,scattered clouds
650,Moron,AR,-34.65,-58.62,82.99,26,0,1.01,clear sky
651,Alekseyevsk,RU,57.84,108.35,15.21,93,100,15.32,light snow
652,Anchorage,US,61.22,-149.9,26.6,73,90,1.79,light snow
653,Svetlogorsk,BY,52.63,29.73,29.03,97,100,9.82,overcast clouds
654,Craig,US,40.52,-107.55,5.0,77,1,2.75,clear sky
655,Skelleftea,SE,64.75,20.95,35.01,86,90,14.99,overcast clouds
656,Elko,US,41.0,-115.5,10.4,66,1,3.36,clear sky
657,Devonport,AU,-41.17,146.35,48.99,85,66,10.22,broken clouds
658,Pinotepa Nacional,MX,16.32,-98.02,84.99,59,2,0.69,clear sky
659,Acarau,BR,-2.89,-40.12,89.02,53,85,18.23,overcast clouds
660,Katobu,ID,-4.94,122.53,77.32,88,100,1.68,light rain
661,Iqaluit,CA,63.75,-68.51,23.0,67,90,12.75,light snow
662,Gimli,CA,50.63,-96.99,24.8,79,3,5.82,clear sky
663,Tayga,RU,56.06,85.62,5.0,84,40,6.71,light snow
664,Mackay,AU,-21.15,149.2,78.8,69,40,13.87,scattered clouds
665,Komsomolskoye,RU,55.26,47.55,7.88,89,66,4.9,broken clouds
666,Lazaro Cardenas,MX,17.96,-102.2,82.22,61,64,2.8,broken clouds
667,Lichinga,MZ,-13.31,35.24,71.6,94,40,10.29,scattered clouds
668,Worland,US,44.02,-107.96,3.2,84,1,3.42,clear sky
669,Kalabo,ZM,-14.97,22.68,78.84,66,88,5.79,light rain
670,Correntina,BR,-13.34,-44.64,94.68,36,64,1.36,broken clouds
671,Pemangkat,ID,1.17,108.97,79.5,81,87,4.74,overcast clouds
672,Livingston,GB,55.9,-3.52,35.01,100,0,3.36,clear sky
673,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,79.0,67,98,4.0,overcast clouds
674,Beruwala,LK,6.48,79.98,79.25,88,100,8.37,light rain
675,Bitung,ID,1.45,125.18,77.0,94,20,2.24,light rain
676,Hakodate,JP,41.78,140.74,29.98,92,28,9.98,snow
677,Mildura,AU,-34.2,142.15,68.0,22,0,9.17,clear sky
678,Rundu,NA,-17.93,19.77,79.27,53,64,5.46,broken clouds
679,Arlit,NE,18.74,7.39,91.18,16,0,10.47,clear sky
680,Tourlaville,FR,49.64,-1.57,46.99,93,100,18.34,overcast clouds
681,Uyuni,BO,-20.46,-66.83,63.93,27,1,14.7,clear sky
682,Killarney,IE,52.05,-9.52,38.01,77,24,7.2,few clouds
683,Colares,PT,38.8,-9.45,60.01,62,0,10.29,clear sky
684,Le Tampon,RE,-21.27,55.52,80.6,83,75,3.36,light rain
